age,weight_kg,training_hours,training_days,sleep_hours,rest_days,intensity,weekly_load,pain,competition_minutes,risk
21,82.9,7.9,1,6.9,6,8,1800.0,6.0,249.0,Medio
35,68.0,6.7,2,6.1,5,5,1800.0,2.0,154.0,Bajo
34,72.2,6.8,3,6.9,4,5,1800.0,2.0,194.0,Medio
26,87.2,9.1,2,9.1,5,6,1800.0,4.0,78.0,Bajo
19,89.2,6.8,1,5.5,6,5,1800.0,0.0,159.0,Bajo
40,73.9,3.6,6,5.3,1,8,1800.0,2.0,200.0,Medio
28,94.8,6.6,6,6.2,1,5,1800.0,2.0,24.0,Alto
38,97.0,7.2,3,7.5,4,5,1800.0,6.0,89.0,Alto
33,100.7,7.3,2,7.9,5,9,1800.0,0.0,0.0,Bajo
35,88.9,7.5,2,7.7,5,5,1800.0,1.0,88.0,Bajo
35,99.7,10.1,6,8.6,1,6,1800.0,0.0,43.0,Medio
22,57.5,3.7,2,5.1,5,5,1800.0,0.0,85.0,Bajo
26,77.9,7.5,1,8.6,6,8,1800.0,4.0,300.0,Medio
28,70.7,10.9,3,6.8,4,8,1800.0,2.0,220.0,Alto
29,83.5,1.8,3,8.1,4,8,1325.0,1.0,0.0,Bajo
19,74.6,7.5,4,5.6,3,7,1800.0,1.0,139.0,Medio
30,79.8,5.2,3,7.2,4,7,1800.0,1.0,156.0,Medio
21,106.5,5.9,6,7.5,1,6,1800.0,1.0,76.0,Medio
35,79.8,4.3,4,8.6,3,5,1800.0,0.0,112.0,Bajo
33,87.4,6.5,6,5.3,1,9,1800.0,2.0,119.0,Alto
39,79.0,12.5,3,7.2,4,8,1800.0,1.0,6.0,Medio
35,83.0,3.2,4,5.9,3,5,1350.0,1.0,28.0,Bajo
26,82.1,3.5,3,7.8,4,7,1800.0,3.0,112.0,Medio
40,87.8,3.1,5,8.1,2,6,1800.0,3.0,107.0,Alto
27,97.1,12.2,5,8.7,2,4,1800.0,1.0,50.0,Medio
25,103.4,5.6,2,6.6,5,7,1800.0,2.0,44.0,Medio
38,86.0,6.9,6,8.3,1,6,1800.0,7.0,94.0,Alto
26,89.7,5.8,6,8.8,1,5,1800.0,6.0,162.0,Medio
19,67.0,4.2,6,5.2,1,4,1647.0,0.0,95.0,Medio
28,80.9,6.3,2,7.9,5,4,1800.0,0.0,214.0,Bajo
36,94.2,14.4,5,8.4,2,6,1800.0,0.0,51.0,Medio
22,93.3,11.2,1,15.0,6,6,1800.0,4.0,114.0,Medio
28,84.8,4.4,1,5.7,6,5,1800.0,1.0,75.0,Bajo
20,93.5,8.9,6,8.3,1,8,1800.0,3.0,141.0,Alto
33,88.4,4.5,1,5.8,6,6,1800.0,6.0,45.0,Alto
28,97.6,1.7,6,7.0,1,8,1550.0,2.0,235.0,Medio
25,85.8,10.1,3,7.2,4,6,1800.0,4.0,0.0,Medio
23,77.4,10.5,2,8.1,5,5,1800.0,3.0,220.0,Medio
30,86.4,10.1,1,6.4,6,7,1800.0,1.0,106.0,Bajo
33,50.0,5.6,5,6.4,2,4,1800.0,4.0,139.0,Medio
39,87.0,6.5,5,7.3,2,7,1800.0,1.0,193.0,Medio
28,50.0,9.2,3,8.4,4,5,1800.0,5.0,160.0,Medio
21,59.6,8.2,5,9.9,2,8,1800.0,1.0,49.0,Medio
37,87.9,5.8,2,5.4,5,6,1800.0,1.0,142.0,Medio
32,88.2,2.1,4,7.6,3,8,1800.0,0.0,231.0,Bajo
34,66.9,7.3,2,5.9,5,4,1800.0,0.0,38.0,Medio
20,72.7,10.2,4,8.4,3,5,1800.0,1.0,248.0,Bajo
25,99.8,3.4,1,6.1,6,7,1800.0,0.0,127.0,Bajo
35,75.7,8.9,3,6.4,4,9,1800.0,2.0,70.0,Medio
37,111.2,8.0,4,6.5,3,9,1800.0,1.0,37.0,Alto
28,82.0,9.3,4,7.1,3,7,1800.0,4.0,84.0,Alto
36,87.3,9.6,3,7.6,4,10,1800.0,3.0,0.0,Medio
37,103.0,4.9,4,7.8,3,6,1800.0,1.0,71.0,Bajo
26,83.7,2.1,4,7.2,3,8,1775.0,1.0,82.0,Bajo
38,69.0,5.4,2,5.6,5,5,1800.0,2.0,25.0,Medio
24,80.6,9.7,2,8.1,5,7,1800.0,5.0,152.0,Bajo
23,81.5,5.4,4,7.1,3,2,1024.0,1.0,85.0,Bajo
33,64.3,4.9,6,8.6,1,4,1800.0,1.0,55.0,Bajo
32,78.7,1.5,5,6.4,2,7,1057.0,0.0,77.0,Bajo
21,72.4,12.3,4,5.3,3,4,1800.0,0.0,125.0,Medio
37,94.0,9.5,6,7.2,1,7,1800.0,3.0,105.0,Alto
22,82.4,9.3,6,8.8,1,8,1800.0,3.0,51.0,Alto
36,78.3,9.9,4,7.4,3,6,1800.0,5.0,109.0,Alto
18,80.6,8.7,1,7.0,6,5,1800.0,4.0,96.0,Medio
36,84.9,6.3,4,6.2,3,6,1800.0,7.0,20.0,Alto
36,90.0,6.5,4,9.3,3,5,1800.0,2.0,80.0,Bajo
35,69.0,5.7,2,6.0,5,6,1800.0,2.0,141.0,Bajo
33,68.5,14.9,6,6.3,1,7,1800.0,0.0,140.0,Alto
28,96.4,8.7,6,7.9,1,6,1800.0,4.0,84.0,Alto
34,76.6,5.6,2,5.0,5,10,1800.0,2.0,147.0,Alto
24,63.6,8.4,3,8.7,4,5,1800.0,4.0,31.0,Bajo
35,87.8,4.0,2,7.9,5,9,1800.0,0.0,34.0,Bajo
30,88.0,11.5,2,8.3,5,5,1800.0,3.0,82.0,Medio
28,62.1,5.0,2,7.9,5,7,1800.0,3.0,205.0,Bajo
29,85.0,8.5,3,7.0,4,9,1800.0,2.0,111.0,Alto
31,91.6,10.2,2,5.9,5,9,1800.0,1.0,81.0,Bajo
18,86.9,8.2,1,7.0,6,6,1800.0,5.0,208.0,Alto
21,90.2,7.3,3,6.0,4,7,1800.0,6.0,80.0,Medio
23,63.7,7.0,4,7.8,3,7,1800.0,0.0,256.0,Medio
20,86.3,6.8,2,8.2,5,6,1800.0,4.0,64.0,Bajo
28,78.1,5.3,4,9.0,3,8,1800.0,0.0,29.0,Medio
33,75.7,5.7,2,7.6,5,10,1800.0,4.0,88.0,Medio
33,93.3,11.4,5,8.3,2,7,1800.0,0.0,83.0,Alto
28,101.2,6.7,4,6.8,3,8,1800.0,1.0,43.0,Medio
37,105.3,4.6,6,6.6,1,8,1800.0,0.0,282.0,Alto
31,99.1,5.5,1,7.8,6,4,1800.0,2.0,122.0,Bajo
19,80.6,10.3,6,6.7,1,7,1800.0,4.0,132.0,Alto
35,86.6,9.0,3,7.5,4,5,1800.0,0.0,68.0,Medio
31,92.0,8.7,1,5.9,6,5,1800.0,1.0,60.0,Medio
32,83.6,6.2,5,6.1,2,10,1800.0,1.0,172.0,Alto
31,83.7,8.7,2,8.0,5,6,1800.0,5.0,0.0,Medio
30,92.7,5.1,2,8.3,5,5,1800.0,3.0,20.0,Bajo
20,81.2,6.2,6,6.0,1,9,1800.0,0.0,83.0,Alto
30,72.5,9.9,2,8.0,5,5,1800.0,1.0,195.0,Medio
36,76.6,9.6,4,6.6,3,6,1800.0,5.0,74.0,Alto
24,90.2,4.1,2,7.2,5,9,1800.0,4.0,129.0,Medio
31,82.0,4.4,1,8.9,6,7,1800.0,0.0,102.0,Bajo
18,86.4,7.3,1,8.2,6,4,1800.0,2.0,191.0,Bajo
25,90.7,12.2,1,8.2,6,7,1800.0,2.0,0.0,Bajo
28,77.1,1.3,3,9.5,4,6,694.0,1.0,152.0,Bajo
40,91.8,7.8,3,6.4,4,9,1800.0,0.0,86.0,Medio
22,86.9,2.9,1,6.0,6,5,1265.0,1.0,165.0,Bajo
24,65.9,5.1,3,6.3,4,8,1800.0,5.0,43.0,Alto
27,100.7,5.9,2,6.9,5,10,1800.0,1.0,102.0,Bajo
40,75.5,5.7,4,4.4,3,5,1800.0,2.0,93.0,Alto
37,60.5,5.4,6,7.0,1,6,1800.0,2.0,30.0,Medio
18,68.4,7.0,5,6.5,2,7,1800.0,7.0,10.0,Medio
23,68.7,5.4,6,8.1,1,5,1800.0,2.0,59.0,Alto
36,82.7,2.6,2,7.6,5,7,1692.0,4.0,109.0,Medio
19,78.4,9.3,2,6.5,5,15,1800.0,1.0,47.0,Bajo
37,77.6,9.3,5,7.9,2,6,1800.0,2.0,77.0,Bajo
24,90.1,9.5,2,8.1,5,7,1800.0,2.0,0.0,Bajo
39,86.4,2.4,6,6.3,1,7,1660.0,1.0,74.0,Alto
24,86.1,7.9,3,6.6,4,7,1800.0,2.0,172.0,Medio
27,87.3,9.0,2,,5,5,1800.0,4.0,149.0,Medio
33,90.0,3.9,6,5.9,1,6,1800.0,1.0,94.0,Medio
20,54.6,7.0,4,6.3,3,6,1800.0,2.0,117.0,Bajo
30,77.3,6.7,5,7.3,2,6,1800.0,4.0,42.0,Medio
29,53.7,12.5,3,6.1,4,6,1800.0,1.0,214.0,Alto
36,82.5,12.8,1,6.6,6,7,1800.0,4.0,245.0,Alto
40,81.9,2.0,5,5.7,2,3,465.0,2.0,112.0,Bajo
33,95.6,14.5,1,7.4,6,5,1800.0,2.0,281.0,Medio
27,97.4,4.3,4,7.7,3,6,1800.0,0.0,52.0,Bajo
27,84.6,9.9,3,7.7,4,5,1800.0,1.0,12.0,Bajo
27,75.5,9.9,5,7.2,2,9,1800.0,3.0,50.0,Medio
36,88.3,4.0,6,5.4,1,7,1800.0,6.0,85.0,Alto
25,75.1,8.5,3,6.5,4,7,1800.0,3.0,262.0,Medio
21,82.0,6.7,6,6.7,1,6,1800.0,4.0,80.0,Medio
25,94.8,8.7,1,6.7,6,6,1800.0,0.0,40.0,Medio
18,74.7,7.7,1,7.3,6,4,1800.0,2.0,37.0,Bajo
20,92.5,10.6,6,8.9,1,6,1800.0,5.0,180.0,Medio
20,90.8,7.2,4,8.2,3,5,1800.0,0.0,170.0,Bajo
35,69.6,6.5,3,6.0,4,6,1800.0,4.0,66.0,Medio
34,94.7,10.3,1,8.0,6,2,1800.0,4.0,0.0,Medio
34,91.1,8.7,2,8.0,5,4,1800.0,3.0,21.0,Bajo
28,83.3,9.2,5,6.2,2,9,1800.0,2.0,220.0,Alto
34,72.1,5.0,5,8.2,2,8,1800.0,0.0,148.0,Medio
21,70.8,3.9,6,7.0,1,9,1800.0,6.0,105.0,Alto
38,75.0,5.3,3,5.5,4,9,1800.0,3.0,231.0,Alto
29,89.1,5.1,3,7.7,4,8,1800.0,3.0,237.0,Alto
39,69.6,9.4,1,7.5,6,6,1800.0,1.0,97.0,Bajo
21,87.7,9.9,1,6.9,6,5,1800.0,2.0,99.0,Medio
29,65.9,6.5,3,7.2,4,9,1800.0,3.0,59.0,Alto
34,79.3,11.3,4,6.3,3,7,1800.0,3.0,80.0,Alto
29,83.4,11.1,1,7.9,6,10,1800.0,4.0,0.0,Alto
28,113.8,7.7,3,7.1,4,6,1800.0,1.0,0.0,Medio
21,64.1,4.5,4,7.4,3,10,1800.0,0.0,0.0,Alto
26,101.1,11.7,5,7.6,2,6,1800.0,2.0,176.0,Alto
23,83.9,6.8,6,5.8,1,9,1800.0,0.0,0.0,Medio
24,87.3,7.4,3,6.1,4,10,1800.0,2.0,236.0,Alto
33,83.5,6.0,3,4.5,4,5,1800.0,1.0,49.0,Medio
32,87.8,4.3,6,7.9,1,6,1800.0,3.0,222.0,Alto
31,80.0,2.6,5,5.7,2,5,1112.0,6.0,74.0,Bajo
26,100.9,8.9,2,7.4,5,4,1800.0,0.0,0.0,Bajo
40,76.1,4.6,5,7.6,2,8,1800.0,7.0,190.0,Alto
20,96.7,16.2,1,7.9,6,6,1800.0,2.0,198.0,Medio
25,73.6,3.7,3,5.8,4,7,1800.0,3.0,37.0,Medio
20,81.2,3.2,2,7.1,5,8,1800.0,0.0,77.0,Bajo
25,68.1,8.5,6,9.2,1,3,1800.0,4.0,37.0,Bajo
40,87.9,11.6,1,9.3,6,9,1800.0,2.0,92.0,Medio
26,100.8,7.2,6,8.4,1,6,1800.0,2.0,108.0,Medio
38,81.0,8.7,2,7.6,5,7,1800.0,0.0,75.0,Bajo
29,79.4,1.5,1,6.0,6,8,1200.0,2.0,0.0,Bajo
34,67.5,5.0,4,8.1,3,9,1800.0,4.0,59.0,Medio
28,79.0,3.8,5,7.0,2,6,1800.0,2.0,149.0,Medio
24,61.3,1.3,1,7.9,6,3,286.0,5.0,85.0,Bajo
35,70.1,7.4,1,6.4,6,7,1800.0,4.0,77.0,Medio
40,84.9,1.0,1,7.0,6,7,747.0,1.0,35.0,Bajo
24,99.1,3.0,3,7.4,4,5,1537.0,5.0,57.0,Bajo
35,118.5,5.4,1,7.5,6,7,1800.0,2.0,199.0,Bajo
24,74.4,4.5,5,7.8,2,6,1800.0,2.0,20.0,Alto
34,100.7,8.2,1,6.5,6,4,1800.0,2.0,150.0,Bajo
36,85.2,7.9,5,5.6,2,8,1800.0,2.0,103.0,Medio
28,80.0,9.7,6,9.1,1,5,1800.0,0.0,117.0,Bajo
34,87.6,9.3,5,10.0,2,6,1800.0,2.0,49.0,Bajo
24,82.8,10.4,6,7.7,1,6,1800.0,0.0,75.0,Bajo
19,83.4,7.0,6,5.6,1,9,1800.0,5.0,100.0,Alto
20,76.7,7.9,1,6.3,6,6,1800.0,5.0,64.0,Medio
28,63.8,8.5,3,7.8,4,7,1800.0,4.0,123.0,Alto
38,61.9,7.4,5,8.8,2,6,1800.0,2.0,132.0,Medio
20,90.5,5.8,3,5.7,4,7,1800.0,0.0,252.0,Alto
28,78.4,6.0,5,7.1,2,9,1800.0,1.0,119.0,Medio
34,74.3,4.5,5,7.4,2,8,1800.0,6.0,0.0,Alto
22,82.1,8.3,6,8.2,1,8,1800.0,1.0,181.0,Alto
34,92.3,6.7,2,6.8,5,8,1800.0,0.0,86.0,Medio
25,84.3,5.0,3,5.3,4,4,1800.0,4.0,241.0,Alto
36,73.5,5.0,1,7.9,6,5,1800.0,5.0,203.0,Bajo
31,97.9,3.4,2,8.5,5,6,1800.0,6.0,65.0,Medio
30,102.5,9.9,2,7.1,5,5,1800.0,4.0,151.0,Alto
22,88.4,7.2,3,7.7,4,5,1800.0,5.0,58.0,Medio
28,94.7,4.4,3,6.6,4,3,1443.0,2.0,100.0,Bajo
37,98.1,9.4,6,6.2,1,4,1800.0,0.0,147.0,Medio
18,96.7,5.3,5,8.4,2,6,1800.0,2.0,178.0,Medio
35,90.0,2.8,5,7.7,2,6,1502.0,3.0,163.0,Bajo
29,89.8,10.1,1,7.8,6,5,1800.0,2.0,105.0,Medio
34,88.8,5.4,3,9.0,4,7,1800.0,2.0,274.0,Medio
33,67.7,5.8,5,5.9,2,6,1800.0,0.0,74.0,Alto
27,91.1,7.1,2,6.5,5,8,1800.0,0.0,0.0,Bajo
25,64.4,10.4,3,7.4,4,6,1800.0,6.0,1.0,Medio
32,71.7,7.1,5,6.5,2,8,1800.0,6.0,203.0,Alto
21,98.9,3.4,5,8.1,2,7,1800.0,2.0,95.0,Bajo
31,92.9,8.6,6,7.0,1,4,1800.0,3.0,111.0,Medio
20,101.3,5.5,3,6.0,4,6,1800.0,0.0,62.0,Alto
32,78.5,12.7,3,7.3,4,4,1800.0,3.0,68.0,Alto
32,67.0,7.0,3,7.4,4,6,1800.0,6.0,45.0,Alto
19,78.9,1.0,5,8.3,2,5,370.0,0.0,133.0,Bajo
35,83.3,8.1,3,7.7,4,7,1800.0,3.0,93.0,Bajo
27,83.0,12.8,3,7.8,4,4,1800.0,3.0,130.0,Medio
36,96.7,11.7,2,7.6,5,7,1800.0,,124.0,Medio
18,77.3,12.5,3,7.0,4,8,1800.0,5.0,70.0,Alto
22,86.6,3.9,2,6.3,5,8,1800.0,6.0,0.0,Bajo
29,69.1,9.7,4,7.5,3,5,1800.0,2.0,0.0,Medio
22,87.9,4.8,6,6.8,1,7,1800.0,4.0,300.0,Alto
25,82.0,7.7,5,9.2,2,7,1800.0,2.0,203.0,Medio
33,72.3,3.2,3,8.8,4,9,1800.0,1.0,194.0,Medio
21,78.9,5.1,6,8.0,1,4,1800.0,3.0,53.0,Medio
33,79.6,5.0,6,7.7,1,5,1800.0,4.0,101.0,Medio
20,78.5,9.7,3,7.1,4,10,1800.0,3.0,43.0,Alto
22,105.0,9.4,5,5.7,2,6,1800.0,0.0,8.0,Medio
31,80.7,7.8,3,6.9,4,3,1800.0,1.0,59.0,Bajo
36,78.8,2.9,6,7.3,1,5,1589.0,1.0,193.0,Medio
21,54.7,6.1,3,7.5,4,2,887.0,1.0,159.0,Bajo
24,70.4,4.8,2,7.8,5,7,1800.0,3.0,32.0,Bajo
39,78.6,9.6,1,8.3,6,8,1800.0,3.0,78.0,Bajo
40,73.1,10.5,6,6.4,1,5,1800.0,4.0,152.0,Alto
31,100.0,10.2,2,6.4,5,6,1800.0,0.0,60.0,Bajo
28,79.9,4.7,5,8.9,2,8,1800.0,1.0,106.0,Bajo
25,98.7,1.0,1,8.1,6,3,159.0,5.0,128.0,Bajo
32,82.8,1.7,4,6.7,3,4,889.0,2.0,127.0,Bajo
31,82.5,11.3,3,7.1,4,6,1800.0,2.0,118.0,Bajo
24,80.8,5.8,3,7.1,4,5,1800.0,2.0,54.0,Medio
18,82.0,4.7,2,7.2,5,6,1800.0,4.0,61.0,Bajo
21,104.3,11.9,1,7.8,6,4,1800.0,5.0,21.0,Medio
40,51.8,10.8,3,10.0,4,7,1800.0,4.0,0.0,Bajo
27,56.0,7.1,3,7.4,4,6,1800.0,2.0,92.0,Bajo
29,74.9,6.1,5,8.0,2,7,1800.0,0.0,157.0,Bajo
28,82.2,6.6,3,5.2,4,7,1800.0,6.0,3.0,Alto
36,91.0,7.7,2,6.6,5,7,1800.0,4.0,119.0,Medio
19,88.2,11.8,2,8.7,5,4,1800.0,1.0,155.0,Medio
19,77.0,8.3,4,7.7,3,7,1800.0,5.0,0.0,Medio
24,95.2,9.2,3,3.5,4,6,1800.0,1.0,81.0,Alto
29,95.4,10.5,6,8.0,1,6,1800.0,5.0,215.0,Medio
33,84.4,3.5,3,9.5,4,8,1800.0,5.0,139.0,Bajo
29,94.5,9.3,4,4.8,3,5,1800.0,0.0,0.0,Alto
28,85.5,6.1,1,9.0,6,9,1800.0,3.0,146.0,Medio
39,74.7,1.0,2,,5,9,1097.0,4.0,48.0,Medio
21,91.1,1.0,6,8.3,1,8,579.0,7.0,148.0,Bajo
31,83.4,3.9,3,7.2,4,5,1800.0,1.0,52.0,Bajo
30,82.0,8.6,3,4.4,4,3,1800.0,5.0,96.0,Alto
28,101.1,7.3,4,7.7,3,8,1800.0,2.0,62.0,Bajo
36,50.1,7.6,1,8.6,6,7,1800.0,0.0,100.0,Bajo
24,63.6,12.9,4,7.6,3,5,1800.0,2.0,60.0,Medio
39,66.6,3.2,3,7.9,4,9,1800.0,2.0,84.0,Medio
25,77.3,6.9,1,6.7,6,5,1800.0,0.0,18.0,Medio
30,78.7,7.9,3,5.0,4,6,1800.0,3.0,134.0,Alto
29,62.4,4.8,3,8.0,4,7,1800.0,4.0,112.0,Bajo
37,69.2,7.1,2,9.3,5,4,1800.0,3.0,0.0,Medio
28,70.8,2.2,4,8.6,3,6,1318.0,1.0,170.0,Bajo
24,113.9,11.2,5,4.8,2,8,1800.0,2.0,88.0,Alto
18,105.4,5.0,2,5.4,5,7,1800.0,2.0,111.0,Medio
26,76.6,13.1,6,6.2,1,9,1800.0,3.0,154.0,Alto
37,77.3,6.9,4,5.3,3,9,1800.0,4.0,123.0,Alto
18,67.1,10.1,5,7.3,2,7,1800.0,3.0,182.0,Alto
38,57.2,6.8,1,7.7,6,2,1490.0,0.0,79.0,Bajo
30,80.5,6.9,5,5.5,2,5,1800.0,1.0,172.0,Medio
21,69.0,5.2,3,8.1,4,8,1800.0,3.0,109.0,Medio
24,80.9,7.4,5,7.9,2,4,1800.0,4.0,136.0,Medio
30,61.2,8.0,5,6.5,2,6,1800.0,5.0,128.0,Alto
25,72.1,4.6,2,7.0,5,7,1800.0,6.0,187.0,Alto
20,83.9,6.6,2,4.9,5,9,1800.0,2.0,150.0,Alto
33,86.8,5.2,1,6.8,6,5,1800.0,4.0,69.0,Bajo
33,87.4,13.9,4,7.2,3,5,1800.0,0.0,55.0,Bajo
20,64.8,6.7,5,7.4,2,6,1800.0,3.0,97.0,Alto
24,93.1,11.6,3,7.7,4,7,1800.0,0.0,47.0,Medio
23,71.6,6.4,1,7.5,6,6,1800.0,2.0,26.0,Bajo
33,90.2,7.8,2,6.9,5,8,1800.0,8.0,0.0,Alto
34,81.9,3.0,3,7.5,4,5,1377.0,3.0,0.0,Bajo
34,64.1,5.7,6,8.4,1,7,1800.0,0.0,239.0,Alto
39,77.9,7.6,1,7.1,6,7,1800.0,3.0,54.0,Medio
35,86.7,11.8,3,7.6,4,6,1800.0,1.0,233.0,Bajo
25,90.0,7.7,4,7.0,3,8,1800.0,0.0,128.0,Medio
20,80.2,11.2,2,6.4,5,7,1800.0,6.0,97.0,Alto
32,101.9,8.9,6,7.8,1,8,1800.0,4.0,0.0,Alto
39,95.1,11.9,6,6.5,1,7,1800.0,3.0,100.0,Alto
40,78.7,6.8,3,7.7,4,7,1800.0,1.0,232.0,Bajo
23,91.8,14.2,5,7.2,2,5,1800.0,2.0,209.0,Medio
23,107.1,5.5,5,6.8,2,5,1800.0,5.0,119.0,Alto
18,107.5,4.7,5,6.8,2,9,1800.0,3.0,20.0,Medio
21,66.0,3.4,2,6.6,5,8,1800.0,0.0,33.0,Bajo
30,70.0,14.0,1,5.2,6,5,1800.0,7.0,40.0,Alto
30,101.3,9.5,3,7.7,4,7,1800.0,3.0,189.0,Medio
26,68.2,6.0,1,7.5,6,2,1031.0,3.0,214.0,Bajo
25,64.8,10.7,2,8.2,5,5,1800.0,,114.0,Bajo
37,75.7,9.1,4,6.6,3,8,1800.0,3.0,79.0,Medio
28,87.5,12.9,4,9.5,3,6,1800.0,4.0,208.0,Alto
36,80.7,2.4,2,6.7,5,7,1702.0,1.0,31.0,Bajo
40,73.5,6.2,1,6.1,6,1,443.0,0.0,104.0,Bajo
25,73.2,5.6,2,6.0,5,6,1800.0,3.0,132.0,Medio
22,72.7,1.1,3,5.1,4,7,771.0,5.0,40.0,Bajo
39,70.6,10.2,5,9.0,2,7,1800.0,1.0,55.0,Bajo
32,111.7,6.2,3,8.8,4,8,1800.0,1.0,50.0,Bajo
24,85.9,9.2,2,7.9,5,6,1800.0,5.0,199.0,Alto
32,93.5,14.1,4,6.1,3,6,1800.0,1.0,234.0,Alto
29,75.6,5.9,1,9.4,6,4,1800.0,1.0,108.0,Bajo
38,79.6,5.7,2,6.8,5,6,1800.0,1.0,81.0,Bajo
23,72.7,7.4,1,6.9,6,4,1800.0,2.0,58.0,Medio
40,50.0,10.0,4,8.9,3,3,1800.0,0.0,100.0,Medio
39,64.1,5.3,3,8.0,4,5,1800.0,1.0,61.0,Medio
22,58.5,5.1,4,9.8,3,9,1800.0,3.0,93.0,Bajo
21,52.8,10.2,4,7.5,3,6,1800.0,3.0,129.0,Alto
30,66.5,8.1,3,6.7,4,7,1800.0,5.0,72.0,Alto
19,99.2,1.0,6,6.5,1,6,508.0,6.0,87.0,Bajo
24,81.4,3.3,6,5.0,1,3,1055.0,5.0,87.0,Medio
28,98.8,11.5,1,6.9,6,8,1800.0,4.0,78.0,Medio
40,87.3,8.2,6,8.6,1,3,1800.0,2.0,69.0,Medio
40,92.2,4.7,2,7.9,5,6,1800.0,1.0,153.0,Medio
21,70.3,6.5,2,7.2,5,6,1800.0,2.0,0.0,Bajo
38,88.8,7.0,4,6.0,3,7,1800.0,3.0,210.0,Alto
20,91.5,9.2,1,7.5,6,5,1800.0,4.0,109.0,Bajo
35,74.5,2.9,3,8.4,4,3,865.0,3.0,143.0,Bajo
37,89.3,4.5,2,7.7,5,5,1800.0,2.0,151.0,Bajo
38,89.4,7.8,3,7.4,4,5,1800.0,4.0,50.0,Bajo
23,74.9,6.7,5,6.2,2,5,1800.0,5.0,36.0,Alto
38,67.4,8.7,6,8.2,1,8,1800.0,4.0,28.0,Alto
20,66.6,3.3,2,3.5,5,4,1244.0,2.0,83.0,Bajo
29,83.1,8.1,4,7.7,3,7,1800.0,1.0,149.0,Medio
28,86.3,10.3,3,10.0,4,7,1800.0,0.0,59.0,Bajo
25,71.7,8.5,3,5.4,4,8,1800.0,1.0,143.0,Alto
18,82.3,7.4,4,6.9,3,6,1800.0,3.0,0.0,Medio
35,89.4,6.7,6,7.2,1,8,1800.0,3.0,73.0,Medio
25,90.0,4.5,3,6.6,4,6,1800.0,0.0,182.0,Bajo
33,102.2,6.8,1,8.4,6,7,1800.0,1.0,88.0,Bajo
