age,weight_kg,training_hours,training_days,sleep_hours,rest_days,intensity,weekly_load,pain,competition_minutes,risk
24.0,63.6,8.4,3.0,8.7,4.0,5.0,1800.0,4.0,31.0,Bajo
35.0,87.8,4.0,2.0,7.9,5.0,9.0,1800.0,0.0,34.0,Bajo
30.0,88.0,11.5,2.0,8.3,5.0,5.0,1800.0,3.0,82.0,Bajo
28.0,62.1,5.0,2.0,7.9,5.0,7.0,1800.0,3.0,205.0,Bajo
29.0,85.0,8.5,3.0,7.0,4.0,9.0,1800.0,2.0,111.0,Medio
31.0,91.6,10.2,2.0,5.9,5.0,9.0,1800.0,1.0,81.0,Bajo
18.0,86.9,8.2,1.0,7.0,6.0,6.0,1800.0,5.0,208.0,Medio
21.0,90.2,7.3,3.0,6.0,4.0,7.0,1800.0,6.0,80.0,Medio
23.0,63.7,7.0,4.0,7.8,3.0,7.0,1800.0,0.0,256.0,Medio
20.0,86.3,6.8,2.0,8.2,5.0,6.0,1800.0,4.0,64.0,Bajo
28.0,78.1,5.3,4.0,9.0,3.0,8.0,1800.0,0.0,29.0,Medio
33.0,75.7,5.7,2.0,7.6,5.0,10.0,1800.0,4.0,88.0,Medio
33.0,93.3,11.4,5.0,8.3,2.0,7.0,1800.0,0.0,83.0,Medio
28.0,101.2,6.7,4.0,6.8,3.0,8.0,1800.0,1.0,43.0,Medio
37.0,105.3,4.6,6.0,6.6,1.0,8.0,1800.0,0.0,282.0,Alto
31.0,99.1,5.5,1.0,7.8,6.0,4.0,1800.0,2.0,122.0,Bajo
19.0,80.6,10.3,6.0,6.7,1.0,7.0,1800.0,4.0,132.0,Alto
35.0,86.6,9.0,3.0,7.5,4.0,5.0,1800.0,0.0,68.0,Medio
31.0,92.0,8.7,1.0,5.9,6.0,5.0,1800.0,1.0,60.0,Medio
32.0,83.6,6.2,5.0,6.1,2.0,10.0,1800.0,1.0,172.0,Medio
31.0,83.7,8.7,2.0,8.0,5.0,6.0,1800.0,5.0,0.0,Bajo
30.0,92.7,5.1,2.0,8.3,5.0,5.0,1800.0,3.0,20.0,Bajo
20.0,81.2,6.2,6.0,6.0,1.0,9.0,1800.0,0.0,83.0,Medio
30.0,72.5,9.9,2.0,8.0,5.0,5.0,1800.0,1.0,195.0,Medio
36.0,76.6,9.6,4.0,6.6,3.0,6.0,1800.0,5.0,74.0,Medio
24.0,90.2,4.1,2.0,7.2,5.0,9.0,1800.0,4.0,129.0,Bajo
31.0,82.0,4.4,1.0,8.9,6.0,7.0,1800.0,0.0,102.0,Bajo
18.0,86.4,7.3,1.0,8.2,6.0,4.0,1800.0,2.0,191.0,Bajo
25.0,90.7,12.2,1.0,8.2,6.0,7.0,1800.0,2.0,0.0,Bajo
28.0,77.1,1.3,3.0,9.5,4.0,6.0,694.0,1.0,152.0,Bajo
40.0,91.8,7.8,3.0,6.4,4.0,9.0,1800.0,0.0,86.0,Medio
22.0,86.9,2.9,1.0,6.0,6.0,5.0,1265.0,1.0,165.0,Bajo
24.0,65.9,5.1,3.0,6.3,4.0,8.0,1800.0,5.0,43.0,Alto
27.0,100.7,5.9,2.0,6.9,5.0,10.0,1800.0,1.0,102.0,Bajo
40.0,75.5,5.7,4.0,4.4,3.0,5.0,1800.0,2.0,93.0,Alto
37.0,60.5,5.4,6.0,7.0,1.0,6.0,1800.0,2.0,30.0,Medio
18.0,68.4,7.0,5.0,6.5,2.0,7.0,1800.0,7.0,10.0,Medio
23.0,68.7,5.4,6.0,8.1,1.0,5.0,1800.0,2.0,59.0,Medio
36.0,82.7,2.6,2.0,7.6,5.0,7.0,1692.0,4.0,109.0,Medio
19.0,78.4,9.3,2.0,6.5,5.0,6.0,1800.0,1.0,47.0,Bajo
37.0,77.6,9.3,5.0,7.9,2.0,6.0,1800.0,2.0,77.0,Bajo
24.0,90.1,9.5,2.0,8.1,5.0,7.0,1800.0,2.0,0.0,Bajo
39.0,86.4,2.4,6.0,6.3,1.0,7.0,1660.0,1.0,74.0,Alto
24.0,86.1,7.9,3.0,6.6,4.0,7.0,1800.0,2.0,172.0,Bajo
27.0,87.3,9.0,2.0,7.2,5.0,5.0,1800.0,4.0,149.0,Medio
33.0,90.0,3.9,6.0,5.9,1.0,6.0,1800.0,1.0,94.0,Medio
20.0,54.6,7.0,4.0,6.3,3.0,6.0,1800.0,2.0,117.0,Bajo
30.0,77.3,6.7,5.0,7.3,2.0,6.0,1800.0,4.0,42.0,Bajo
29.0,53.7,12.5,3.0,6.1,4.0,6.0,1800.0,1.0,214.0,Medio
36.0,82.5,12.8,1.0,6.6,6.0,7.0,1800.0,4.0,245.0,Medio
40.0,81.9,2.0,5.0,5.7,2.0,3.0,465.0,2.0,112.0,Bajo
33.0,95.6,14.5,1.0,7.4,6.0,5.0,1800.0,2.0,281.0,Medio
27.0,97.4,4.3,4.0,7.7,3.0,6.0,1800.0,0.0,52.0,Bajo
27.0,84.6,9.9,3.0,7.7,4.0,5.0,1800.0,1.0,12.0,Bajo
27.0,75.5,9.9,5.0,7.2,2.0,9.0,1800.0,3.0,50.0,Medio
36.0,88.3,4.0,6.0,5.4,1.0,7.0,1800.0,6.0,85.0,Medio
25.0,75.1,8.5,3.0,6.5,4.0,7.0,1800.0,3.0,262.0,Medio
21.0,82.0,6.7,6.0,6.7,1.0,6.0,1800.0,4.0,80.0,Medio
25.0,94.8,8.7,1.0,6.7,6.0,6.0,1800.0,0.0,40.0,Bajo
18.0,74.7,7.7,1.0,7.3,6.0,4.0,1800.0,2.0,37.0,Bajo
20.0,92.5,10.6,6.0,8.9,1.0,6.0,1800.0,5.0,180.0,Medio
20.0,90.8,7.2,4.0,8.2,3.0,5.0,1800.0,0.0,170.0,Bajo
35.0,69.6,6.5,3.0,6.0,4.0,6.0,1800.0,4.0,66.0,Medio
34.0,94.7,10.3,1.0,8.0,6.0,2.0,1800.0,4.0,0.0,Medio
34.0,91.1,8.7,2.0,8.0,5.0,4.0,1800.0,3.0,21.0,Bajo
28.0,83.3,9.2,5.0,6.2,2.0,9.0,1800.0,2.0,220.0,Medio
34.0,72.1,5.0,5.0,8.2,2.0,8.0,1800.0,0.0,148.0,Bajo
21.0,70.8,3.9,6.0,7.0,1.0,9.0,1800.0,6.0,105.0,Alto
38.0,75.0,5.3,3.0,5.5,4.0,9.0,1800.0,3.0,231.0,Medio
29.0,89.1,5.1,3.0,7.7,4.0,8.0,1800.0,3.0,237.0,Medio
39.0,69.6,9.4,1.0,7.5,6.0,6.0,1800.0,1.0,97.0,Bajo
21.0,87.7,9.9,1.0,6.9,6.0,5.0,1800.0,2.0,99.0,Medio
29.0,65.9,6.5,3.0,7.2,4.0,9.0,1800.0,3.0,59.0,Medio
34.0,79.3,11.3,4.0,6.3,3.0,7.0,1800.0,3.0,80.0,Alto
29.0,83.4,11.1,1.0,7.9,6.0,10.0,1800.0,4.0,0.0,Medio
28.0,113.8,7.7,3.0,7.1,4.0,6.0,1800.0,1.0,0.0,Medio
21.0,64.1,4.5,4.0,7.4,3.0,10.0,1800.0,0.0,0.0,Medio
26.0,101.1,11.7,5.0,7.6,2.0,6.0,1800.0,2.0,176.0,Alto
23.0,83.9,6.8,6.0,5.8,1.0,9.0,1800.0,0.0,0.0,Medio
24.0,87.3,7.4,3.0,6.1,4.0,10.0,1800.0,2.0,236.0,Alto
33.0,83.5,6.0,3.0,4.5,4.0,5.0,1800.0,1.0,49.0,Medio
32.0,87.8,4.3,6.0,7.9,1.0,6.0,1800.0,3.0,222.0,Alto
31.0,80.0,2.6,5.0,5.7,2.0,5.0,1112.0,6.0,74.0,Bajo
26.0,100.9,8.9,2.0,7.4,5.0,4.0,1800.0,0.0,0.0,Bajo
40.0,76.1,4.6,5.0,7.6,2.0,8.0,1800.0,7.0,190.0,Medio
20.0,96.7,16.2,1.0,7.9,6.0,6.0,1800.0,2.0,198.0,Medio
25.0,73.6,3.7,3.0,5.8,4.0,7.0,1800.0,3.0,37.0,Medio
20.0,81.2,3.2,2.0,7.1,5.0,8.0,1800.0,0.0,77.0,Bajo
25.0,68.1,8.5,6.0,9.2,1.0,3.0,1800.0,4.0,37.0,Bajo
40.0,87.9,11.6,1.0,9.3,6.0,9.0,1800.0,2.0,92.0,Medio
26.0,100.8,7.2,6.0,8.4,1.0,6.0,1800.0,2.0,108.0,Medio
38.0,81.0,8.7,2.0,7.6,5.0,7.0,1800.0,0.0,75.0,Bajo
29.0,79.4,1.5,1.0,6.0,6.0,8.0,1200.0,2.0,0.0,Bajo
34.0,67.5,5.0,4.0,8.1,3.0,9.0,1800.0,4.0,59.0,Medio
28.0,79.0,3.8,5.0,7.0,2.0,6.0,1800.0,2.0,149.0,Medio
24.0,61.3,1.3,1.0,7.9,6.0,3.0,286.0,5.0,85.0,Bajo
35.0,70.1,7.4,1.0,6.4,6.0,7.0,1800.0,4.0,77.0,Medio
40.0,84.9,1.0,1.0,7.0,6.0,7.0,747.0,1.0,35.0,Bajo
24.0,99.1,3.0,3.0,7.4,4.0,5.0,1537.0,5.0,57.0,Bajo
35.0,118.5,5.4,1.0,7.5,6.0,7.0,1800.0,2.0,199.0,Bajo
24.0,74.4,4.5,5.0,7.8,2.0,6.0,1800.0,2.0,20.0,Medio
34.0,100.7,8.2,1.0,6.5,6.0,4.0,1800.0,2.0,150.0,Bajo
36.0,85.2,7.9,5.0,5.6,2.0,8.0,1800.0,2.0,103.0,Medio
28.0,80.0,9.7,6.0,9.1,1.0,5.0,1800.0,0.0,117.0,Bajo
34.0,87.6,9.3,5.0,10.0,2.0,6.0,1800.0,2.0,49.0,Bajo
24.0,82.8,10.4,6.0,7.7,1.0,6.0,1800.0,0.0,75.0,Bajo
19.0,83.4,7.0,6.0,5.6,1.0,9.0,1800.0,5.0,100.0,Alto
20.0,76.7,7.9,1.0,6.3,6.0,6.0,1800.0,5.0,64.0,Medio
28.0,63.8,8.5,3.0,7.8,4.0,7.0,1800.0,4.0,123.0,Medio
38.0,61.9,7.4,5.0,8.8,2.0,6.0,1800.0,2.0,132.0,Medio
20.0,90.5,5.8,3.0,5.7,4.0,7.0,1800.0,0.0,252.0,Medio
28.0,78.4,6.0,5.0,7.1,2.0,9.0,1800.0,1.0,119.0,Medio
34.0,74.3,4.5,5.0,7.4,2.0,8.0,1800.0,6.0,0.0,Medio
22.0,82.1,8.3,6.0,8.2,1.0,8.0,1800.0,1.0,181.0,Alto
34.0,92.3,6.7,2.0,6.8,5.0,8.0,1800.0,0.0,86.0,Bajo
25.0,84.3,5.0,3.0,5.3,4.0,4.0,1800.0,4.0,241.0,Medio
36.0,73.5,5.0,1.0,7.9,6.0,5.0,1800.0,5.0,203.0,Bajo
31.0,97.9,3.4,2.0,8.5,5.0,6.0,1800.0,6.0,65.0,Medio
30.0,102.5,9.9,2.0,7.1,5.0,5.0,1800.0,4.0,151.0,Alto
22.0,88.4,7.2,3.0,7.7,4.0,5.0,1800.0,5.0,58.0,Medio
28.0,94.7,4.4,3.0,6.6,4.0,3.0,1443.0,2.0,100.0,Bajo
37.0,98.1,9.4,6.0,6.2,1.0,4.0,1800.0,0.0,147.0,Medio
18.0,96.7,5.3,5.0,8.4,2.0,6.0,1800.0,2.0,178.0,Bajo
35.0,90.0,2.8,5.0,7.7,2.0,6.0,1502.0,3.0,163.0,Bajo
29.0,89.8,10.1,1.0,7.8,6.0,5.0,1800.0,2.0,105.0,Bajo
34.0,88.8,5.4,3.0,9.0,4.0,7.0,1800.0,2.0,274.0,Medio
33.0,67.7,5.8,5.0,5.9,2.0,6.0,1800.0,0.0,74.0,Medio
27.0,91.1,7.1,2.0,6.5,5.0,8.0,1800.0,0.0,0.0,Bajo
25.0,64.4,10.4,3.0,7.4,4.0,6.0,1800.0,6.0,1.0,Medio
32.0,71.7,7.1,5.0,6.5,2.0,8.0,1800.0,6.0,203.0,Alto
21.0,98.9,3.4,5.0,8.1,2.0,7.0,1800.0,2.0,95.0,Bajo
31.0,92.9,8.6,6.0,7.0,1.0,4.0,1800.0,3.0,111.0,Medio
20.0,101.3,5.5,3.0,6.0,4.0,6.0,1800.0,0.0,62.0,Medio
32.0,78.5,12.7,3.0,7.3,4.0,4.0,1800.0,3.0,68.0,Medio
32.0,67.0,7.0,3.0,7.4,4.0,6.0,1800.0,6.0,45.0,Medio
19.0,78.9,1.0,5.0,8.3,2.0,5.0,370.0,0.0,133.0,Bajo
35.0,83.3,8.1,3.0,7.7,4.0,7.0,1800.0,3.0,93.0,Bajo
27.0,83.0,12.8,3.0,7.8,4.0,4.0,1800.0,3.0,130.0,Medio
36.0,96.7,11.7,2.0,7.6,5.0,7.0,1800.0,2.0,124.0,Bajo
18.0,77.3,12.5,3.0,7.0,4.0,8.0,1800.0,5.0,70.0,Alto
22.0,86.6,3.9,2.0,6.3,5.0,8.0,1800.0,6.0,0.0,Bajo
29.0,69.1,9.7,4.0,7.5,3.0,5.0,1800.0,2.0,0.0,Medio
22.0,87.9,4.8,6.0,6.8,1.0,7.0,1800.0,4.0,300.0,Medio
25.0,82.0,7.7,5.0,9.2,2.0,7.0,1800.0,2.0,203.0,Medio
33.0,72.3,3.2,3.0,8.8,4.0,9.0,1800.0,1.0,194.0,Medio
21.0,78.9,5.1,6.0,8.0,1.0,4.0,1800.0,3.0,53.0,Medio
33.0,79.6,5.0,6.0,7.7,1.0,5.0,1800.0,4.0,101.0,Medio
20.0,78.5,9.7,3.0,7.1,4.0,10.0,1800.0,3.0,43.0,Medio
22.0,105.0,9.4,5.0,5.7,2.0,6.0,1800.0,0.0,8.0,Bajo
31.0,80.7,7.8,3.0,6.9,4.0,3.0,1800.0,1.0,59.0,Bajo
36.0,78.8,2.9,6.0,7.3,1.0,5.0,1589.0,1.0,193.0,Medio
21.0,54.7,6.1,3.0,7.5,4.0,2.0,887.0,1.0,159.0,Bajo
24.0,70.4,4.8,2.0,7.8,5.0,7.0,1800.0,3.0,32.0,Bajo
39.0,78.6,9.6,1.0,8.3,6.0,8.0,1800.0,3.0,78.0,Bajo
40.0,73.1,10.5,6.0,6.4,1.0,5.0,1800.0,4.0,152.0,Alto
31.0,100.0,10.2,2.0,6.4,5.0,6.0,1800.0,0.0,60.0,Bajo
28.0,79.9,4.7,5.0,8.9,2.0,8.0,1800.0,1.0,106.0,Bajo
25.0,98.7,1.0,1.0,8.1,6.0,3.0,159.0,5.0,128.0,Bajo
32.0,82.8,1.7,4.0,6.7,3.0,4.0,889.0,2.0,127.0,Bajo
31.0,82.5,11.3,3.0,7.1,4.0,6.0,1800.0,2.0,118.0,Bajo
24.0,80.8,5.8,3.0,7.1,4.0,5.0,1800.0,2.0,54.0,Medio
18.0,82.0,4.7,2.0,7.2,5.0,6.0,1800.0,4.0,61.0,Bajo
21.0,104.3,11.9,1.0,7.8,6.0,4.0,1800.0,5.0,21.0,Bajo
40.0,51.8,10.8,3.0,10.0,4.0,7.0,1800.0,4.0,0.0,Bajo
27.0,56.0,7.1,3.0,7.4,4.0,6.0,1800.0,2.0,92.0,Bajo
29.0,74.9,6.1,5.0,8.0,2.0,7.0,1800.0,0.0,157.0,Bajo
28.0,82.2,6.6,3.0,5.2,4.0,7.0,1800.0,6.0,3.0,Alto
36.0,91.0,7.7,2.0,6.6,5.0,7.0,1800.0,4.0,119.0,Medio
19.0,88.2,11.8,2.0,8.7,5.0,4.0,1800.0,1.0,155.0,Bajo
19.0,77.0,8.3,4.0,7.7,3.0,7.0,1800.0,5.0,0.0,Medio
24.0,95.2,9.2,3.0,3.5,4.0,6.0,1800.0,1.0,81.0,Alto
29.0,95.4,10.5,6.0,8.0,1.0,6.0,1800.0,5.0,215.0,Medio
33.0,84.4,3.5,3.0,9.5,4.0,8.0,1800.0,5.0,139.0,Bajo
29.0,94.5,9.3,4.0,4.8,3.0,5.0,1800.0,0.0,0.0,Medio
28.0,85.5,6.1,1.0,9.0,6.0,9.0,1800.0,3.0,146.0,Bajo
39.0,74.7,1.0,2.0,7.2,5.0,9.0,1097.0,4.0,48.0,Bajo
21.0,91.1,1.0,6.0,8.3,1.0,8.0,579.0,7.0,148.0,Bajo
31.0,83.4,3.9,3.0,7.2,4.0,5.0,1800.0,1.0,52.0,Bajo
30.0,82.0,8.6,3.0,4.4,4.0,3.0,1800.0,5.0,96.0,Medio
28.0,101.1,7.3,4.0,7.7,3.0,8.0,1800.0,2.0,62.0,Bajo
36.0,50.1,7.6,1.0,8.6,6.0,7.0,1800.0,0.0,100.0,Bajo
24.0,63.6,12.9,4.0,7.6,3.0,5.0,1800.0,2.0,60.0,Medio
39.0,66.6,3.2,3.0,7.9,4.0,9.0,1800.0,2.0,84.0,Medio
25.0,77.3,6.9,1.0,6.7,6.0,5.0,1800.0,0.0,18.0,Bajo
30.0,78.7,7.9,3.0,5.0,4.0,6.0,1800.0,3.0,134.0,Medio
29.0,62.4,4.8,3.0,8.0,4.0,7.0,1800.0,4.0,112.0,Bajo
37.0,69.2,7.1,2.0,9.3,5.0,4.0,1800.0,3.0,0.0,Bajo
28.0,70.8,2.2,4.0,8.6,3.0,6.0,1318.0,1.0,170.0,Bajo
24.0,113.9,11.2,5.0,4.8,2.0,8.0,1800.0,2.0,88.0,Alto
18.0,105.4,5.0,2.0,5.4,5.0,7.0,1800.0,2.0,111.0,Medio
26.0,76.6,13.1,6.0,6.2,1.0,9.0,1800.0,3.0,154.0,Alto
37.0,77.3,6.9,4.0,5.3,3.0,9.0,1800.0,4.0,123.0,Alto
18.0,67.1,10.1,5.0,7.3,2.0,7.0,1800.0,3.0,182.0,Medio
38.0,57.2,6.8,1.0,7.7,6.0,2.0,1490.0,0.0,79.0,Bajo
30.0,80.5,6.9,5.0,5.5,2.0,5.0,1800.0,1.0,172.0,Medio
21.0,69.0,5.2,3.0,8.1,4.0,8.0,1800.0,3.0,109.0,Bajo
